LineData,School,County,CasesPriorWeek,StudentsPriorWeek,TeachersPriorWeek,StaffPriorWeek,UnknownPriorWeek,SymptomsPriorWeekNo,SymptomsPriorWeekYes,SymptomsPriorWeekUnknown,CasesTotal,StudentsTotal,TeachersTotal,StaffTotal,UnknownTotal,SymptomsTotalYes,SymptomsTotalNo,SymptomsTotalUnknown
MT. HERMAN ESE CENTER (JACKSONVILLE) DUVAL 1 0 0 1 0 1 0 0,MT. HERMAN ESE CENTER (JACKSONVILLE),DUVAL,,,,,,,,,1,0,0,1,0,1,0,0
NEPTUNE BEACH ELEMENTARY SCHOOL (NEPTUNE BEACH) DUVAL 2 0 1 1 0 2 0 0,NEPTUNE BEACH ELEMENTARY SCHOOL (NEPTUNE BEACH),DUVAL,,,,,,,,,2,0,1,1,0,2,0,0
NEW BEGINNINGS CHRISTIAN ACADEMY (JACKSONVILLE) DUVAL 4 4 0 0 0 4 0 0,NEW BEGINNINGS CHRISTIAN ACADEMY (JACKSONVILLE),DUVAL,,,,,,,,,4,4,0,0,0,4,0,0
NORMANDY VILLAGE ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,NORMANDY VILLAGE ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
PAXON SCHOOL/ADVANCED STUDIES (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,PAXON SCHOOL/ADVANCED STUDIES (JACKSONVILLE),DUVAL,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
PEARL ACADEMY (JACKSONVILLE) DUVAL 4 3 0 0 1 3 1 0,PEARL ACADEMY (JACKSONVILLE),DUVAL,,,,,,,,,4,3,0,0,1,3,1,0
RAMONA BOULEVARD ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 2 2 0 0 0 1 1 0 3 3 0 0 0 2 1 0,RAMONA BOULEVARD ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,2,2,0,0,0,1,1,0,3,3,0,0,0,2,1,0
RIVER CITY SCIENCE ACADEMY AT MANDARIN (JACKSONVILLE) DUVAL 1 1 0 0 0 0 0 1 5 5 0 0 0 3 1 1,RIVER CITY SCIENCE ACADEMY AT MANDARIN (JACKSONVILLE),DUVAL,1,1,0,0,0,0,0,1,5,5,0,0,0,3,1,1
RIVER CITY SCIENCE ELEMENTARY ACADEMY (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,RIVER CITY SCIENCE ELEMENTARY ACADEMY (JACKSONVILLE),DUVAL,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
RIVERSIDE PRESBYTERIAN DAY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0,RIVERSIDE PRESBYTERIAN DAY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
ROBERT E. LEE HIGH SCHOOL (JACKSONVILLE) DUVAL 2 2 0 0 0 2 0 0,ROBERT E. LEE HIGH SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,2,2,0,0,0,2,0,0
RUTLEDGE H. PEARSON ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0,RUTLEDGE H. PEARSON ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
S. A. HULL ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 1 0 0 1 0 0 3 2 1 0 0 2 1 0,S. A. HULL ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,1,0,1,0,0,1,0,0,3,2,1,0,0,2,1,0
SABAL PALM ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0 2 1 0 0 1 2 0 0,SABAL PALM ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,1,1,0,0,0,1,0,0,2,1,0,0,1,2,0,0
SACRED HEART (JACKSONVILLE) DUVAL 1 1 0 0 0 0 1 0,SACRED HEART (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,0,1,0
SADIE T. TILLIS ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 0 0 1,SADIE T. TILLIS ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,0,0,1
SAINT MATTHEWS CATHOLIC SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,SAINT MATTHEWS CATHOLIC SCHOOL (JACKSONVILLE),DUVAL,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
SAINT PAUL'S CATHOLIC SCHOOL (JACKSONVILLE BEACH) DUVAL 1 1 0 0 0 1 0 0,SAINT PAUL'S CATHOLIC SCHOOL (JACKSONVILLE BEACH),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
SAMUEL W. WOLFSON HIGH SCHOOL (JACKSONVILLE) DUVAL 5 5 0 0 0 3 2 0,SAMUEL W. WOLFSON HIGH SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,5,5,0,0,0,3,2,0
SAN JOSE ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0,SAN JOSE ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
SAN PABLO ELEMENTARY SCHOOL (JACKSONVILLE BEACH) DUVAL 23 18 4 0 1 15 7 1,SAN PABLO ELEMENTARY SCHOOL (JACKSONVILLE BEACH),DUVAL,,,,,,,,,3,8,4,0,1,5,7,1
SANDALWOOD HIGH SCHOOL (JACKSONVILLE) DUVAL 1 0 1 0 0 1 0 0 4 2 1 0 1 2 0 2,SANDALWOOD HIGH SCHOOL (JACKSONVILLE),DUVAL,1,0,1,0,0,1,0,0,4,2,1,0,1,2,0,2
SEABREEZE ELEMENTARY SCHOOL (JACKSONVILLE BEACH) DUVAL 1 1 0 0 0 0 1 0,SEABREEZE ELEMENTARY SCHOOL (JACKSONVILLE BEACH),DUVAL,,,,,,,,,1,1,0,0,0,0,1,0
SOUTHSIDE ESTATES ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 3 1 2 0 0 3 0 0,SOUTHSIDE ESTATES ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,3,1,2,0,0,3,0,0
SPRING PARK ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 0 1 0 1 0 0,SPRING PARK ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,0,0,1,0,1,0,0
STANTON COLLEGE PREPARATORY (JACKSONVILLE) DUVAL 2 2 0 0 0 1 1 0,STANTON COLLEGE PREPARATORY (JACKSONVILLE),DUVAL,,,,,,,,,2,2,0,0,0,1,1,0
SUSIE E. TOLBERT ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 0 1 0 0 0 1,SUSIE E. TOLBERT ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,0,0,1,0,0,0,1
TEMPLE CHRISTIAN ACADEMY (JACKSONVILLE) DUVAL 1 1 0 0 0 0 1 0,TEMPLE CHRISTIAN ACADEMY (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,0,1,0
THE DISCOVERY SCHOOL (JACKSONVILLE BEACH) DUVAL 1 1 0 0 0 1 0 0,THE DISCOVERY SCHOOL (JACKSONVILLE BEACH),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
THOMAS JEFFERSON ELEMENTARY (JACKSONVILLE) DUVAL 1 0 1 0 0 1 0 0 2 1 1 0 0 2 0 0,THOMAS JEFFERSON ELEMENTARY (JACKSONVILLE),DUVAL,1,0,1,0,0,1,0,0,2,1,1,0,0,2,0,0
TIMUCUAN ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,TIMUCUAN ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
TRINITY CHRISTIAN ACADEMY (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0,TRINITY CHRISTIAN ACADEMY (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
TWIN LAKES ACADEMY MIDDLE SCHOOL (JACKSONVILLE) DUVAL 1 1 0 0 0 1 0 0,TWIN LAKES ACADEMY MIDDLE SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,1,0,0,0,1,0,0
UNIVERSITY CHRISTIAN SCHOOL (JACKSONVILLE) DUVAL 2 2 0 0 0 2 0 0 3 3 0 0 0 3 0 0,UNIVERSITY CHRISTIAN SCHOOL (JACKSONVILLE),DUVAL,2,2,0,0,0,2,0,0,3,3,0,0,0,3,0,0
WEST RIVERSIDE ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 0 1 0 1 0 0,WEST RIVERSIDE ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,0,0,1,0,1,0,0
WESTSIDE HIGH SCHOOL (JACKSONVILLE) DUVAL 2 2 0 0 0 1 1 0 11 9 1 1 0 9 2 0,WESTSIDE HIGH SCHOOL (JACKSONVILLE),DUVAL,2,2,0,0,0,1,1,0,11,9,1,1,0,9,2,0
WESTVIEW K-8 (JACKSONVILLE) DUVAL 3 2 0 0 1 3 0 0,WESTVIEW K-8 (JACKSONVILLE),DUVAL,,,,,,,,,3,2,0,0,1,3,0,0
WHITEHOUSE ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 2 0 0 0 2 2 0 0 2 0 0 0 2 2 0 0,WHITEHOUSE ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,2,0,0,0,2,2,0,0,2,0,0,0,2,2,0,0
WILLIAM M. RAINES HIGH SCHOOL (JACKSONVILLE) DUVAL 4 4 0 0 0 1 3 0,WILLIAM M. RAINES HIGH SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,4,4,0,0,0,1,3,0
WINDY HILL ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 4 4 0 0 0 3 1 0,WINDY HILL ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,4,4,0,0,0,3,1,0
WOODLAND ACRES ELEMENTARY SCHOOL (JACKSONVILLE) DUVAL 1 0 0 0 1 1 0 0,WOODLAND ACRES ELEMENTARY SCHOOL (JACKSONVILLE),DUVAL,,,,,,,,,1,0,0,0,1,1,0,0
YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J BUTLER (JACKSONVILLE) DUVAL 1 0 1 0 0 1 0 0,YOUNG MENS/WOMENS LEADERSHIP ACADEMY AT EUGENE J BUTLER (JACKSONVILLE),DUVAL,,,,,,,,,1,0,1,0,0,1,0,0
ALETHEIA CHRISTIAN ACADEMY (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,ALETHEIA CHRISTIAN ACADEMY (PENSACOLA),ESCAMBIA,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
BB C CHRISTIAN ACADEMY (PENSACOLA) ESCAMBIA 1 1 0 0 0 0 1 0,BB C CHRISTIAN ACADEMY (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,0,1,0
BELLVIEW ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 2 1 1 0 0 2 0 0,BELLVIEW ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,2,1,1,0,0,2,0,0
BELLVIEW MIDDLE SCHOOL (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,BELLVIEW MIDDLE SCHOOL (PENSACOLA),ESCAMBIA,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
BLUE ANGELS ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 2 1 0 0 1 1 0 1,BLUE ANGELS ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,2,1,0,0,1,1,0,1
BRATT ELEMENTARY SCHOOL (CENTURY) ESCAMBIA 2 1 0 0 1 2 0 0,BRATT ELEMENTARY SCHOOL (CENTURY),ESCAMBIA,,,,,,,,,2,1,0,0,1,2,0,0
CORDOVA PARK ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0 2 0 0 0 2 2 0 0,CORDOVA PARK ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,1,0,0,0,1,1,0,0,2,0,0,0,2,2,0,0
"EAST HILL CHRISTIAN SCHOOL (1301 E. GONZALEZ STREET, PENSACOLA) ESCAMBIA 2 1 0 0 1 2 0 0","EAST HILL CHRISTIAN SCHOOL (1301 E. GONZALEZ STREET, PENSACOLA)",ESCAMBIA,,,,,,,,,2,1,0,0,1,2,0,0
ESCAMBIA HIGH SCHOOL (PENSACOLA) ESCAMBIA 4 1 0 1 2 2 2 0,ESCAMBIA HIGH SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,4,1,0,1,2,2,2,0
FERRY PASS ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0,FERRY PASS ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,0,0,1,1,0,0
FERRY PASS MIDDLE SCHOOL (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0,FERRY PASS MIDDLE SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,1,0,0
GEORGE STONE TECHNICAL COLLEGE (PENSACOLA) ESCAMBIA 2 1 0 0 1 1 1 0,GEORGE STONE TECHNICAL COLLEGE (PENSACOLA),ESCAMBIA,,,,,,,,,2,1,0,0,1,1,1,0
J. H. WORKMAN MIDDLE SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0,J. H. WORKMAN MIDDLE SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,0,0,1,1,0,0
J. M. TATE SENIOR HIGH SCHOOL (CANTONMENT) ESCAMBIA 1 1 0 0 0 1 0 0,J. M. TATE SENIOR HIGH SCHOOL (CANTONMENT),ESCAMBIA,,,,,,,,,1,1,0,0,0,1,0,0
JIM ALLEN ELEMENTARY SCHOOL (CANTONMENT) ESCAMBIA 1 0 1 0 0 1 0 0,JIM ALLEN ELEMENTARY SCHOOL (CANTONMENT),ESCAMBIA,,,,,,,,,1,0,1,0,0,1,0,0
JIM C. BAILEY MIDDLE SCHOOL (PENSACOLA) ESCAMBIA 3 1 2 0 0 3 0 0,JIM C. BAILEY MIDDLE SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,3,1,2,0,0,3,0,0
LITTLE FLOWER CATHOLIC (PENSACOLA) ESCAMBIA 2 2 0 0 0 2 0 0,LITTLE FLOWER CATHOLIC (PENSACOLA),ESCAMBIA,,,,,,,,,2,2,0,0,0,2,0,0
LONGLEAF ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 2 1 0 0 1 1 0 1,LONGLEAF ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,2,1,0,0,1,1,0,1
MARCUS POINTE CHRISTIAN SCHOOL (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0,MARCUS POINTE CHRISTIAN SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,1,0,0
MOLINO PARK ELEMENTARY (MOLINO) ESCAMBIA 1 0 1 0 0 1 0 0,MOLINO PARK ELEMENTARY (MOLINO),ESCAMBIA,,,,,,,,,1,0,1,0,0,1,0,0
MYRTLE GROVE ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 2 1 0 0 1 2 0 0,MYRTLE GROVE ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,2,1,0,0,1,2,0,0
NAVY POINT ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0,NAVY POINT ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,0,0,1,1,0,0
OAKCREST ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,OAKCREST ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
PENSACOLA CATHOLIC HIGH SCHOOL (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0,PENSACOLA CATHOLIC HIGH SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,1,0,0
PENSACOLA CHRISTIAN ACADEMY (PENSACOLA) ESCAMBIA 9 7 0 0 2 7 2 0,PENSACOLA CHRISTIAN ACADEMY (PENSACOLA),ESCAMBIA,,,,,,,,,9,7,0,0,2,7,2,0
PHOENIX LEARNING ACADEMY INC. (PENSACOLA) ESCAMBIA 1 1 0 0 0 0 1 0,PHOENIX LEARNING ACADEMY INC. (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,0,1,0
PINE FOREST HIGH SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 1 0 1 0 0,PINE FOREST HIGH SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,0,1,0,1,0,0
RANSOM MIDDLE SCHOOL (CANTONMENT) ESCAMBIA 2 1 0 0 1 2 0 0,RANSOM MIDDLE SCHOOL (CANTONMENT),ESCAMBIA,,,,,,,,,2,1,0,0,1,2,0,0
REDEEMER LUTHERAN ELEM/MIDDLE SCHOOL (PENSACOLA) ESCAMBIA 1 1 0 0 0 1 0 0,REDEEMER LUTHERAN ELEM/MIDDLE SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,1,0,0
S.L. JONES CHRISTIAN ACADEMY (PENSACOLA) ESCAMBIA 1 1 0 0 0 0 1 0,S.L. JONES CHRISTIAN ACADEMY (PENSACOLA),ESCAMBIA,,,,,,,,,1,1,0,0,0,0,1,0
SAINT PAUL CATHOLIC (PENSACOLA) ESCAMBIA 1 0 1 0 0 1 0 0,SAINT PAUL CATHOLIC (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,1,0,0,1,0,0
SCENIC HEIGHTS ELEMENTARY SCHOOL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0,SCENIC HEIGHTS ELEMENTARY SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,1,0,0,0,1,1,0,0
TRINITAS CHRISTIAN SCHOOL (PENSACOLA) ESCAMBIA 5 4 1 0 0 5 0 0,TRINITAS CHRISTIAN SCHOOL (PENSACOLA),ESCAMBIA,,,,,,,,,5,4,1,0,0,5,0,0
WASHINGTON SENIOR HIGH SCHOOL (PENSACOLA) ESCAMBIA 1 0 1 0 0 1 0 0 3 2 1 0 0 3 0 0,WASHINGTON SENIOR HIGH SCHOOL (PENSACOLA),ESCAMBIA,1,0,1,0,0,1,0,0,3,2,1,0,0,3,0,0
WEST FLORIDA HIGH SCHOOL/TECHNICAL (PENSACOLA) ESCAMBIA 1 0 0 0 1 1 0 0 2 1 0 0 1 2 0 0,WEST FLORIDA HIGH SCHOOL/TECHNICAL (PENSACOLA),ESCAMBIA,1,0,0,0,1,1,0,0,2,1,0,0,1,2,0,0
BUDDY TAYLOR MIDDLE SCHOOL (PALM COAST) FLAGLER 1 0 0 1 0 1 0 0 7 4 0 2 1 6 1 0,BUDDY TAYLOR MIDDLE SCHOOL (PALM COAST),FLAGLER,1,0,0,1,0,1,0,0,7,4,0,2,1,6,1,0
FLAGLER DISTRICT OFFICE (BUNNELL) FLAGLER 1 0 0 1 0 1 0 0,FLAGLER DISTRICT OFFICE (BUNNELL),FLAGLER,,,,,,,,,1,0,0,1,0,1,0,0
FLAGLER TECHNICAL COLLEGE (PALM COAST) FLAGLER 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,FLAGLER TECHNICAL COLLEGE (PALM COAST),FLAGLER,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
FLAGLER-PALM COAST HIGH SCHOOL (PALM COAST) FLAGLER 7 5 0 0 2 6 1 0,FLAGLER-PALM COAST HIGH SCHOOL (PALM COAST),FLAGLER,,,,,,,,,7,5,0,0,2,6,1,0
IMAGINE SCHOOL AT TOWN CENTER (PALM COAST) FLAGLER 1 0 0 0 1 1 0 0,IMAGINE SCHOOL AT TOWN CENTER (PALM COAST),FLAGLER,,,,,,,,,1,0,0,0,1,1,0,0
INDIAN TRAILS MIDDLE SCHOOL (PALM COAST) FLAGLER 2 2 0 0 0 2 0 0 4 3 0 0 1 3 1 0,INDIAN TRAILS MIDDLE SCHOOL (PALM COAST),FLAGLER,2,2,0,0,0,2,0,0,4,3,0,0,1,3,1,0
MATANZAS HIGH SCHOOL (PALM COAST) FLAGLER 1 0 0 0 1 0 1 0 4 3 0 0 1 1 3 0,MATANZAS HIGH SCHOOL (PALM COAST),FLAGLER,1,0,0,0,1,0,1,0,4,3,0,0,1,1,3,0
OLD KINGS ELEMENTARY SCHOOL (FLAGLER BEACH) FLAGLER 11 8 0 0 3 7 3 1,OLD KINGS ELEMENTARY SCHOOL (FLAGLER BEACH),FLAGLER,,,,,,,,,1,8,0,0,3,7,3,1
RYMFIRE ELEMENTARY SCHOOL (PALM COAST) FLAGLER 1 0 0 0 1 1 0 0 3 1 0 0 2 2 1 0,RYMFIRE ELEMENTARY SCHOOL (PALM COAST),FLAGLER,1,0,0,0,1,1,0,0,3,1,0,0,2,2,1,0
ST. ELIZABETH ANN SETON CATHOLIC SCHOOL (PALM COAST) FLAGLER 1 0 0 0 1 0 1 0,ST. ELIZABETH ANN SETON CATHOLIC SCHOOL (PALM COAST),FLAGLER,,,,,,,,,1,0,0,0,1,0,1,0
APALACHICOLA BAY CHARTER SCHOOL (APALACHICOLA) FRANKLIN 2 1 0 1 0 2 0 0,APALACHICOLA BAY CHARTER SCHOOL (APALACHICOLA),FRANKLIN,,,,,,,,,2,1,0,1,0,2,0,0
FRANKLIN COUNTY SCHOOL (EASTPOINT) FRANKLIN 1 1 0 0 0 1 0 0 25 18 3 3 1 21 4 0,FRANKLIN COUNTY SCHOOL (EASTPOINT),FRANKLIN,1,1,0,0,0,1,0,0,25,18,3,3,1,21,4,0
CARTER PARRAMORE ACADEMY (QUINCY) GADSDEN 2 2 0 0 0 1 1 0,CARTER PARRAMORE ACADEMY (QUINCY),GADSDEN,,,,,,,,,2,2,0,0,0,1,1,0
CHATTAHOOCHEE ELEMENTARY SCHOOL (CHATTAHOOCHEE) GADSDEN 1 0 0 0 1 1 0 0,CHATTAHOOCHEE ELEMENTARY SCHOOL (CHATTAHOOCHEE),GADSDEN,,,,,,,,,1,0,0,0,1,1,0,0
GADSDEN COUNTY HIGH SCHOOL (HAVANA) GADSDEN 4 4 0 0 0 1 3 0,GADSDEN COUNTY HIGH SCHOOL (HAVANA),GADSDEN,,,,,,,,,4,4,0,0,0,1,3,0
GADSDEN TECHNICAL INSTITUTE (QUINCY) GADSDEN 1 1 0 0 0 1 0 0 5 4 1 0 0 4 1 0,GADSDEN TECHNICAL INSTITUTE (QUINCY),GADSDEN,1,1,0,0,0,1,0,0,5,4,1,0,0,4,1,0
GEORGE W. MUNROE ELEMENTARY SCHOOL (QUINCY) GADSDEN 3 3 0 0 0 1 2 0,GEORGE W. MUNROE ELEMENTARY SCHOOL (QUINCY),GADSDEN,,,,,,,,,3,3,0,0,0,1,2,0
GREENSBORO ELEMENTARY SCHOOL (QUINCY) GADSDEN 3 3 0 0 0 0 2 1,GREENSBORO ELEMENTARY SCHOOL (QUINCY),GADSDEN,,,,,,,,,3,3,0,0,0,0,2,1
JAMES A. SHANKS MIDDLE SCHOOL (QUINCY) GADSDEN 4 2 0 0 2 2 2 0,JAMES A. SHANKS MIDDLE SCHOOL (QUINCY),GADSDEN,,,,,,,,,4,2,0,0,2,2,2,0
ROBERT F MUNROE DAY SCHOOL INC (QUINCY) GADSDEN 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,ROBERT F MUNROE DAY SCHOOL INC (QUINCY),GADSDEN,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
STEWART STREET ELEMENTARY SCHOOL (QUINCY) GADSDEN 1 0 1 0 0 1 0 0 5 0 2 2 1 4 1 0,STEWART STREET ELEMENTARY SCHOOL (QUINCY),GADSDEN,1,0,1,0,0,1,0,0,5,0,2,2,1,4,1,0
WEST GADSDEN MIDDLE SCHOOL (QUINCY) GADSDEN 2 1 0 1 0 2 0 0,WEST GADSDEN MIDDLE SCHOOL (QUINCY),GADSDEN,,,,,,,,,2,1,0,1,0,2,0,0
BELL HIGH SCHOOL (BELL) GILCHRIST 1 1 0 0 0 1 0 0,BELL HIGH SCHOOL (BELL),GILCHRIST,,,,,,,,,1,1,0,0,0,1,0,0
TRENTON ELEMENTARY SCHOOL (TRENTON) GILCHRIST 1 1 0 0 0 1 0 0,TRENTON ELEMENTARY SCHOOL (TRENTON),GILCHRIST,,,,,,,,,1,1,0,0,0,1,0,0
MOORE HAVEN ELEMENTARY SCHOOL (MOORE HAVEN) GLADES 1 1 0 0 0 1 0 0 9 4 2 0 3 8 1 0,MOORE HAVEN ELEMENTARY SCHOOL (MOORE HAVEN),GLADES,1,1,0,0,0,1,0,0,9,4,2,0,3,8,1,0
MOORE HAVEN MIDDLE HIGH SCHOOL. (MOORE HAVEN) GLADES 9 5 0 2 2 7 2 0,MOORE HAVEN MIDDLE HIGH SCHOOL. (MOORE HAVEN),GLADES,,,,,,,,,9,5,0,2,2,7,2,0
GULF DISTRICT OFFICE (PORT ST JOE) GULF 1 0 0 1 0 1 0 0 2 0 0 2 0 2 0 0,GULF DISTRICT OFFICE (PORT ST JOE),GULF,1,0,0,1,0,1,0,0,2,0,0,2,0,2,0,0
PORT ST. JOE ELEMENTARY SCHOOL (PORT ST JOE) GULF 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,PORT ST. JOE ELEMENTARY SCHOOL (PORT ST JOE),GULF,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
PORT ST. JOE HIGH SCHOOL (PORT ST JOE) GULF 10 10 0 0 0 5 4 1 19 18 0 1 0 13 5 1,PORT ST. JOE HIGH SCHOOL (PORT ST JOE),GULF,10,10,0,0,0,5,4,1,19,18,0,1,0,13,5,1
WEWAHITCHKA ELEMENTARY SCHOOL (WEWAHITCHKA) GULF 1 1 0 0 0 0 1 0,WEWAHITCHKA ELEMENTARY SCHOOL (WEWAHITCHKA),GULF,,,,,,,,,1,1,0,0,0,0,1,0
HAMILTON COUNTY ELEMENTARY SCHOOL (JASPER) HAMILTON 1 0 0 0 1 1 0 0,HAMILTON COUNTY ELEMENTARY SCHOOL (JASPER),HAMILTON,,,,,,,,,1,0,0,0,1,1,0,0
HAMILTON COUNTY HIGH SCHOOL (JASPER) HAMILTON 3 1 0 0 2 3 0 0,HAMILTON COUNTY HIGH SCHOOL (JASPER),HAMILTON,,,,,,,,,3,1,0,0,2,3,0,0
BOWLING GREEN ELEMENTARY SCHOOL (BOWLING GREEN) HARDEE 2 2 0 0 0 0 2 0 4 3 0 1 0 1 3 0,BOWLING GREEN ELEMENTARY SCHOOL (BOWLING GREEN),HARDEE,2,2,0,0,0,0,2,0,4,3,0,1,0,1,3,0
HARDEE JUNIOR HIGH SCHOOL (WAUCHULA) HARDEE 5 4 1 0 0 4 1 0 14 12 1 1 0 10 4 0,HARDEE JUNIOR HIGH SCHOOL (WAUCHULA),HARDEE,5,4,1,0,0,4,1,0,14,12,1,1,0,10,4,0
