LineData,School,County,CasesPriorWeek,StudentsPriorWeek,TeachersPriorWeek,StaffPriorWeek,UnknownPriorWeek,SymptomsPriorWeekNo,SymptomsPriorWeekYes,SymptomsPriorWeekUnknown,CasesTotal,StudentsTotal,TeachersTotal,StaffTotal,UnknownTotal,SymptomsTotalYes,SymptomsTotalNo,SymptomsTotalUnknown
CALLAHAN ELEMENTARY SCHOOL (CALLAHAN) NASSAU 4 3 0 1 0 2 2 0,CALLAHAN ELEMENTARY SCHOOL (CALLAHAN),NASSAU,,,,,,,,,4,3,0,1,0,2,2,0
CALLAHAN INTERMEDIATE SCHOOL (CALLAHAN) NASSAU 3 3 0 0 0 1 2 0,CALLAHAN INTERMEDIATE SCHOOL (CALLAHAN),NASSAU,,,,,,,,,3,3,0,0,0,1,2,0
CALLAHAN MIDDLE SCHOOL (CALLAHAN) NASSAU 1 0 1 0 0 1 0 0 4 2 1 0 1 4 0 0,CALLAHAN MIDDLE SCHOOL (CALLAHAN),NASSAU,1,0,1,0,0,1,0,0,4,2,1,0,1,4,0,0
EMMA LOVE HARDEE ELEMENTARY (FERNANDINA BEACH) NASSAU 1 1 0 0 0 1 0 0,EMMA LOVE HARDEE ELEMENTARY (FERNANDINA BEACH),NASSAU,,,,,,,,,1,1,0,0,0,1,0,0
FAITH CHRISTIAN ACADEMY OF NE FL. INC. (FERNANDINA BEACH) NASSAU 2 1 1 0 0 2 0 0,FAITH CHRISTIAN ACADEMY OF NE FL. INC. (FERNANDINA BEACH),NASSAU,,,,,,,,,2,1,1,0,0,2,0,0
FERNANDINA BEACH CHRISTIAN ACADEMY (FERNANDINA BEACH) NASSAU 1 1 0 0 0 1 0 0,FERNANDINA BEACH CHRISTIAN ACADEMY (FERNANDINA BEACH),NASSAU,,,,,,,,,1,1,0,0,0,1,0,0
FERNANDINA BEACH HIGH SCHOOL (FERNANDINA BEACH) NASSAU 2 0 0 0 2 2 0 0 4 2 0 0 2 4 0 0,FERNANDINA BEACH HIGH SCHOOL (FERNANDINA BEACH),NASSAU,2,0,0,0,2,2,0,0,4,2,0,0,2,4,0,0
FERNANDINA BEACH MIDDLE SCHOOL (FERNANDINA BEACH) NASSAU 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,FERNANDINA BEACH MIDDLE SCHOOL (FERNANDINA BEACH),NASSAU,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
HILLIARD ELEMENTARY SCHOOL (HILLIARD) NASSAU 1 0 1 0 0 1 0 0,HILLIARD ELEMENTARY SCHOOL (HILLIARD),NASSAU,,,,,,,,,1,0,1,0,0,1,0,0
HILLIARD MIDDLE-SENIOR HIGH (HILLIARD) NASSAU 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,HILLIARD MIDDLE-SENIOR HIGH (HILLIARD),NASSAU,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
LINDISFARNE HALL (FERNANDINA BEACH) NASSAU 1 1 0 0 0 0 1 0,LINDISFARNE HALL (FERNANDINA BEACH),NASSAU,,,,,,,,,1,1,0,0,0,0,1,0
NASSAU COUNTY ADULT SCHOOL (YULEE) NASSAU 1 1 0 0 0 1 0 0,NASSAU COUNTY ADULT SCHOOL (YULEE),NASSAU,,,,,,,,,1,1,0,0,0,1,0,0
SONSHINE CHRISTIAN ACADEMY (CALLAHAN) NASSAU 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,SONSHINE CHRISTIAN ACADEMY (CALLAHAN),NASSAU,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
WEST NASSAU COUNTY HIGH SCHOOL (CALLAHAN) NASSAU 1 0 0 0 1 1 0 0 2 1 0 0 1 2 0 0,WEST NASSAU COUNTY HIGH SCHOOL (CALLAHAN),NASSAU,1,0,0,0,1,1,0,0,2,1,0,0,1,2,0,0
WILDLIGHT ELEMENTARY (YULEE) NASSAU 1 1 0 0 0 0 1 0,WILDLIGHT ELEMENTARY (YULEE),NASSAU,,,,,,,,,1,1,0,0,0,0,1,0
YULEE ELEMENTARY SCHOOL (YULEE) NASSAU 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,YULEE ELEMENTARY SCHOOL (YULEE),NASSAU,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
YULEE HIGH SCHOOL (YULEE) NASSAU 9 9 0 0 0 7 2 0 10 10 0 0 0 8 2 0,YULEE HIGH SCHOOL (YULEE),NASSAU,9,9,0,0,0,7,2,0,10,10,0,0,0,8,2,0
YULEE MIDDLE SCHOOL (YULEE) NASSAU 1 0 0 0 1 0 1 0,YULEE MIDDLE SCHOOL (YULEE),NASSAU,,,,,,,,,1,0,0,0,1,0,1,0
YULEE PRIMARY SCHOOL (YULEE) NASSAU 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,YULEE PRIMARY SCHOOL (YULEE),NASSAU,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
ADDIE R. LEWIS SCHOOL (VALPARAISO) OKALOOSA 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,ADDIE R. LEWIS SCHOOL (VALPARAISO),OKALOOSA,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
ANNETTE P. EDWINS ELEMENTARY SCHOOL (FORT WALTON BEACH) OKALOOSA 1 0 0 0 1 1 0 0,ANNETTE P. EDWINS ELEMENTARY SCHOOL (FORT WALTON BEACH),OKALOOSA,,,,,,,,,1,0,0,0,1,1,0,0
ANTIOCH ELEMENTARY SCHOOL (CRESTVIEW) OKALOOSA 1 0 0 0 1 1 0 0,ANTIOCH ELEMENTARY SCHOOL (CRESTVIEW),OKALOOSA,,,,,,,,,1,0,0,0,1,1,0,0
BAKER SCHOOL (BAKER) OKALOOSA 3 2 0 0 1 3 0 0,BAKER SCHOOL (BAKER),OKALOOSA,,,,,,,,,3,2,0,0,1,3,0,0
C. W. RUCKEL MIDDLE SCHOOL (NICEVILLE) OKALOOSA 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,C. W. RUCKEL MIDDLE SCHOOL (NICEVILLE),OKALOOSA,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
CHOCTAWHATCHEE SENIOR HIGH SCHOOL (FORT WALTON BEACH) OKALOOSA 2 2 0 0 0 2 0 0 16 14 1 0 1 15 1 0,CHOCTAWHATCHEE SENIOR HIGH SCHOOL (FORT WALTON BEACH),OKALOOSA,2,2,0,0,0,2,0,0,16,14,1,0,1,15,1,0
CLIFFORD MEIGS MIDDLE SCHOOL (SHALIMAR) OKALOOSA 1 0 1 0 0 1 0 0 2 1 1 0 0 2 0 0,CLIFFORD MEIGS MIDDLE SCHOOL (SHALIMAR),OKALOOSA,1,0,1,0,0,1,0,0,2,1,1,0,0,2,0,0
CRESTVIEW HIGH SCHOOL (CRESTVIEW) OKALOOSA 1 1 0 0 0 0 1 0 4 4 0 0 0 1 2 1,CRESTVIEW HIGH SCHOOL (CRESTVIEW),OKALOOSA,1,1,0,0,0,0,1,0,4,4,0,0,0,1,2,1
DAVIDSON MIDDLE SCHOOL (CRESTVIEW) OKALOOSA 2 2 0 0 0 2 0 0,DAVIDSON MIDDLE SCHOOL (CRESTVIEW),OKALOOSA,,,,,,,,,2,2,0,0,0,2,0,0
ELLIOTT POINT ELEMENTARY SCHOOL (FORT WALTON BEACH) OKALOOSA 1 1 0 0 0 0 1 0 2 2 0 0 0 1 1 0,ELLIOTT POINT ELEMENTARY SCHOOL (FORT WALTON BEACH),OKALOOSA,1,1,0,0,0,0,1,0,2,2,0,0,0,1,1,0
FLOROSA ELEMENTARY SCHOOL (MARY ESTHER) OKALOOSA 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,FLOROSA ELEMENTARY SCHOOL (MARY ESTHER),OKALOOSA,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
FORT WALTON BEACH HIGH SCHOOL (FORT WALTON BEACH) OKALOOSA 2 2 0 0 0 2 0 0 4 2 0 0 2 4 0 0,FORT WALTON BEACH HIGH SCHOOL (FORT WALTON BEACH),OKALOOSA,2,2,0,0,0,2,0,0,4,2,0,0,2,4,0,0
JAMES E PLEW ELEMENTARY SCHOOL (NICEVILLE) OKALOOSA 2 2 0 0 0 2 0 0 3 2 0 0 1 3 0 0,JAMES E PLEW ELEMENTARY SCHOOL (NICEVILLE),OKALOOSA,2,2,0,0,0,2,0,0,3,2,0,0,1,3,0,0
KENWOOD ELEMENTARY SCHOOL (FORT WALTON BEACH) OKALOOSA 1 1 0 0 0 1 0 0 4 2 0 0 2 4 0 0,KENWOOD ELEMENTARY SCHOOL (FORT WALTON BEACH),OKALOOSA,1,1,0,0,0,1,0,0,4,2,0,0,2,4,0,0
LIZA JACKSON PREPARATORY SCHOOL (FORT WALTON BEACH) OKALOOSA 1 1 0 0 0 1 0 0,LIZA JACKSON PREPARATORY SCHOOL (FORT WALTON BEACH),OKALOOSA,,,,,,,,,1,1,0,0,0,1,0,0
LONGWOOD ELEMENTARY SCHOOL (SHALIMAR) OKALOOSA 2 2 0 0 0 0 2 0 5 2 3 0 0 3 2 0,LONGWOOD ELEMENTARY SCHOOL (SHALIMAR),OKALOOSA,2,2,0,0,0,0,2,0,5,2,3,0,0,3,2,0
MAX BRUNER JUNIOR MIDDLE SCHOOL (FORT WALTON BEACH) OKALOOSA 1 0 0 0 1 1 0 0,MAX BRUNER JUNIOR MIDDLE SCHOOL (FORT WALTON BEACH),OKALOOSA,,,,,,,,,1,0,0,0,1,1,0,0
NICEVILLE SENIOR HIGH SCHOOL (NICEVILLE) OKALOOSA 2 1 1 0 0 1 1 0 5 4 1 0 0 4 1 0,NICEVILLE SENIOR HIGH SCHOOL (NICEVILLE),OKALOOSA,2,1,1,0,0,1,1,0,5,4,1,0,0,4,1,0
NORTHWOOD ELEMENTARY SCHOOL (CRESTVIEW) OKALOOSA 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,NORTHWOOD ELEMENTARY SCHOOL (CRESTVIEW),OKALOOSA,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
OKALOOSA DISTRICT OFFICE (FORT WALTON BEACH) OKALOOSA 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,OKALOOSA DISTRICT OFFICE (FORT WALTON BEACH),OKALOOSA,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL (FORT WALTON BEACH) OKALOOSA 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,OKALOOSA TECHNICAL COLLEGE AND CHOICE HIGH SCHOOL (FORT WALTON BEACH),OKALOOSA,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
RIVERSIDE ELEMENTARY SCHOOL (CRESTVIEW) OKALOOSA 6 2 0 0 4 3 3 0,RIVERSIDE ELEMENTARY SCHOOL (CRESTVIEW),OKALOOSA,,,,,,,,,6,2,0,0,4,3,3,0
SHALIMAR ELEMENTARY SCHOOL (SHALIMAR) OKALOOSA 1 0 1 0 0 1 0 0,SHALIMAR ELEMENTARY SCHOOL (SHALIMAR),OKALOOSA,,,,,,,,,1,0,1,0,0,1,0,0
SHOAL RIVER MIDDLE SCHOOL (CRESTVIEW) OKALOOSA 1 0 0 1 0 1 0 0,SHOAL RIVER MIDDLE SCHOOL (CRESTVIEW),OKALOOSA,,,,,,,,,1,0,0,1,0,1,0,0
WRIGHT ELEMENTARY SCHOOL (FORT WALTON BEACH) OKALOOSA 1 1 0 0 0 0 1 0,WRIGHT ELEMENTARY SCHOOL (FORT WALTON BEACH),OKALOOSA,,,,,,,,,1,1,0,0,0,0,1,0
CENTRAL ELEMENTARY SCHOOL (OKEECHOBEE) OKEECHOBEE 2 2 0 0 0 2 0 0,CENTRAL ELEMENTARY SCHOOL (OKEECHOBEE),OKEECHOBEE,,,,,,,,,2,2,0,0,0,2,0,0
EVERGLADES ELEMENTARY SCHOOL (OKEECHOBEE) OKEECHOBEE 3 2 1 0 0 2 1 0,EVERGLADES ELEMENTARY SCHOOL (OKEECHOBEE),OKEECHOBEE,,,,,,,,,3,2,1,0,0,2,1,0
OKEECHOBEE ACHIEVEMENT ACADEMY (OKEECHOBEE) OKEECHOBEE 1 0 0 0 1 1 0 0,OKEECHOBEE ACHIEVEMENT ACADEMY (OKEECHOBEE),OKEECHOBEE,,,,,,,,,1,0,0,0,1,1,0,0
OKEECHOBEE HIGH SCHOOL (OKEECHOBEE) OKEECHOBEE 1 0 0 1 0 1 0 0 6 4 1 1 0 4 2 0,OKEECHOBEE HIGH SCHOOL (OKEECHOBEE),OKEECHOBEE,1,0,0,1,0,1,0,0,6,4,1,1,0,4,2,0
SEMINOLE ELEMENTARY SCHOOL (OKEECHOBEE) OKEECHOBEE 2 2 0 0 0 1 1 0,SEMINOLE ELEMENTARY SCHOOL (OKEECHOBEE),OKEECHOBEE,,,,,,,,,2,2,0,0,0,1,1,0
SOUTH ELEMENTARY SCHOOL (OKEECHOBEE) OKEECHOBEE 1 0 0 1 0 1 0 0 2 1 0 1 0 2 0 0,SOUTH ELEMENTARY SCHOOL (OKEECHOBEE),OKEECHOBEE,1,0,0,1,0,1,0,0,2,1,0,1,0,2,0,0
YEARLING MIDDLE SCHOOL (OKEECHOBEE) OKEECHOBEE 1 0 0 0 1 1 0 0,YEARLING MIDDLE SCHOOL (OKEECHOBEE),OKEECHOBEE,,,,,,,,,1,0,0,0,1,1,0,0
ACADEMY FOR AUTISM (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,ACADEMY FOR AUTISM (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
ACCELERATION WEST (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,ACCELERATION WEST (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
AMIKIDS ORLANDO (APOPKA) ORANGE 1 1 0 0 0 1 0 0,AMIKIDS ORLANDO (APOPKA),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
ANDOVER ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,ANDOVER ELEMENTARY (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
APOPKA MIDDLE (APOPKA) ORANGE 1 1 0 0 0 0 1 0,APOPKA MIDDLE (APOPKA),ORANGE,,,,,,,,,1,1,0,0,0,0,1,0
ARBOR RIDGE K-8 (ORLANDO) ORANGE 1 0 0 0 1 1 0 0 3 2 0 0 1 3 0 0,ARBOR RIDGE K-8 (ORLANDO),ORANGE,1,0,0,0,1,1,0,0,3,2,0,0,1,3,0,0
AUDUBON PARK SCHOOL (ORLANDO) ORANGE 1 0 0 0 1 1 0 0,AUDUBON PARK SCHOOL (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,1,0,0
AVALON MIDDLE (ORLANDO) ORANGE 7 5 0 1 1 5 1 1,AVALON MIDDLE (ORLANDO),ORANGE,,,,,,,,,7,5,0,1,1,5,1,1
AZALEA PARK ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 2 2 0 0 0 1 1 0,AZALEA PARK ELEMENTARY (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,2,2,0,0,0,1,1,0
BALDWIN PARK ELEMENTARY (ORLANDO) ORANGE 4 3 0 0 1 2 2 0,BALDWIN PARK ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,4,3,0,0,1,2,2,0
BAY MEADOWS ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,BAY MEADOWS ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
BETA (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,BETA (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
BISHOP MOORE CATHOLIC HIGH SCHOOL (ORLANDO) ORANGE 2 1 0 1 0 2 0 0 3 2 0 1 0 2 0 1,BISHOP MOORE CATHOLIC HIGH SCHOOL (ORLANDO),ORANGE,2,1,0,1,0,2,0,0,3,2,0,1,0,2,0,1
CAMELOT ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 0 1 0,CAMELOT ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,0,1,0
CARVER MIDDLE (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,CARVER MIDDLE (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
CASTLEVIEW ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 1 0 0 2 1 0 0 1 1 0 1,CASTLEVIEW ELEMENTARY (ORLANDO),ORANGE,1,0,0,0,1,1,0,0,2,1,0,0,1,1,0,1
CATALINA ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 3 2 1 0 0 2 1 0,CATALINA ELEMENTARY (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,3,2,1,0,0,2,1,0
CENTRAL FLORIDA CHRISTIAN ACADEMY (ORLANDO) ORANGE 4 3 0 0 1 2 2 0 4 3 0 0 1 2 2 0,CENTRAL FLORIDA CHRISTIAN ACADEMY (ORLANDO),ORANGE,4,3,0,0,1,2,2,0,4,3,0,0,1,2,2,0
CHAIN OF LAKES MIDDLE (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,CHAIN OF LAKES MIDDLE (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
CHANCERY HIGH CHARTER (ORLANDO) ORANGE 1 0 0 0 1 0 1 0,CHANCERY HIGH CHARTER (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,0,1,0
CHENEY ELEMENTARY (ORLANDO) ORANGE 1 0 1 0 0 1 0 0,CHENEY ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,1,0,0,1,0,0
CHICKASAW ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,CHICKASAW ELEMENTARY (ORLANDO),ORANGE,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
CLAY SPRINGS ELEMENTARY (APOPKA) ORANGE 1 1 0 0 0 1 0 0,CLAY SPRINGS ELEMENTARY (APOPKA),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
COLONIAL HIGH (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 3 3 0 0 0 3 0 0,COLONIAL HIGH (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,3,3,0,0,0,3,0,0
CORNER LAKE MIDDLE (ORLANDO) ORANGE 1 0 1 0 0 1 0 0 1 0 1 0 0 1 0 0,CORNER LAKE MIDDLE (ORLANDO),ORANGE,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
CORNERSTONE CHARTER ACADEMY HIGH (BELLE ISLE) ORANGE 1 1 0 0 0 1 0 0,CORNERSTONE CHARTER ACADEMY HIGH (BELLE ISLE),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
CYPRESS CREEK HIGH (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,CYPRESS CREEK HIGH (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
CYPRESS SPRINGS ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,CYPRESS SPRINGS ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
DILLARD STREET ELEMENTARY (WINTER GARDEN) ORANGE 1 1 0 0 0 1 0 0,DILLARD STREET ELEMENTARY (WINTER GARDEN),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
DR. PHILLIPS HIGH (ORLANDO) ORANGE 2 2 0 0 0 1 0 1,DR. PHILLIPS HIGH (ORLANDO),ORANGE,,,,,,,,,2,2,0,0,0,1,0,1
DREAM LAKE ELEMENTARY (APOPKA) ORANGE 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1,DREAM LAKE ELEMENTARY (APOPKA),ORANGE,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
EAST RIVER HIGH (ORLANDO) ORANGE 3 2 0 0 1 3 0 0,EAST RIVER HIGH (ORLANDO),ORANGE,,,,,,,,,3,2,0,0,1,3,0,0
EASTLAND CHRISTIAN SCHOOL (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,EASTLAND CHRISTIAN SCHOOL (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
EDGEWATER HIGH (ORLANDO) ORANGE 3 2 0 0 1 2 1 0 6 4 0 0 2 3 2 1,EDGEWATER HIGH (ORLANDO),ORANGE,3,2,0,0,1,2,1,0,6,4,0,0,2,3,2,1
FAITH GENERATION ACADEMY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,FAITH GENERATION ACADEMY (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
"FOUNDATION ACADEMY (15304 TILDEN RD, WINTER GARDEN) ORANGE 4 4 0 0 0 3 1 0","FOUNDATION ACADEMY (15304 TILDEN RD, WINTER GARDEN)",ORANGE,,,,,,,,,4,4,0,0,0,3,1,0
FREEDOM HIGH (ORLANDO) ORANGE 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1,FREEDOM HIGH (ORLANDO),ORANGE,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1
GOOD SHEPHERD CATHOLIC SCHOOL (ORLANDO) ORANGE 1 1 0 0 0 0 0 1,GOOD SHEPHERD CATHOLIC SCHOOL (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,0,0,1
HIDDEN OAKS ELEMENTARY (ORLANDO) ORANGE 2 2 0 0 0 2 0 0 2 2 0 0 0 2 0 0,HIDDEN OAKS ELEMENTARY (ORLANDO),ORANGE,2,2,0,0,0,2,0,0,2,2,0,0,0,2,0,0
HORIZON WEST MIDDLE (WINDERMERE) ORANGE 2 2 0 0 0 0 2 0,HORIZON WEST MIDDLE (WINDERMERE),ORANGE,,,,,,,,,2,2,0,0,0,0,2,0
HOWARD MIDDLE (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,HOWARD MIDDLE (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
HUNTERS CREEK ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 1 0 0,HUNTERS CREEK ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,1,0,0
INDEPENDENCE ELEMENTARY (WINTER GARDEN) ORANGE 2 2 0 0 0 1 1 0,INDEPENDENCE ELEMENTARY (WINTER GARDEN),ORANGE,,,,,,,,,2,2,0,0,0,1,1,0
INNOVATION MIDDLE (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0,INNOVATION MIDDLE (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0
JEWISH ACADEMY OF ORLANDO (MAITLAND) ORANGE 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,JEWISH ACADEMY OF ORLANDO (MAITLAND),ORANGE,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
JONES HIGH (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,JONES HIGH (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
KINGSWAY CHRISTIAN ACADEMY (ORLANDO) ORANGE 1 1 0 0 0 0 1 0,KINGSWAY CHRISTIAN ACADEMY (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,0,1,0
LAKE COMO SCHOOL (ORLANDO) ORANGE 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,LAKE COMO SCHOOL (ORLANDO),ORANGE,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
LAKE HIGHLAND PREPARATORY SCHOOL (ORLANDO) ORANGE 1 1 0 0 0 0 0 1 2 2 0 0 0 1 0 1,LAKE HIGHLAND PREPARATORY SCHOOL (ORLANDO),ORANGE,1,1,0,0,0,0,0,1,2,2,0,0,0,1,0,1
LAKE NONA HIGH (ORLANDO) ORANGE 2 2 0 0 0 2 0 0 3 3 0 0 0 3 0 0,LAKE NONA HIGH (ORLANDO),ORANGE,2,2,0,0,0,2,0,0,3,3,0,0,0,3,0,0
LANCASTER ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,LANCASTER ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
LAWTON CHILES ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 1 0 0,LAWTON CHILES ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,1,0,0
LEGACY MIDDLE (ORLANDO) ORANGE 1 0 0 0 1 1 0 0,LEGACY MIDDLE (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,1,0,0
LITTLE RIVER ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 0 0 1,LITTLE RIVER ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,0,0,1
LIVING WORD ACADEMY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 2 1 1 0 0 2 0 0,LIVING WORD ACADEMY (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,2,1,1,0,0,2,0,0
LOCKHART ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,LOCKHART ELEMENTARY (ORLANDO),ORANGE,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
LOVELL ELEMENTARY (APOPKA) ORANGE 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0,LOVELL ELEMENTARY (APOPKA),ORANGE,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
MAGNOLIA SCHOOL (ORLANDO) ORANGE 1 0 0 0 1 1 0 0,MAGNOLIA SCHOOL (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,1,0,0
MAYNARD EVANS HIGH (ORLANDO) ORANGE 1 1 0 0 0 1 0 0,MAYNARD EVANS HIGH (ORLANDO),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
MEADOWBROOK MIDDLE (ORLANDO) ORANGE 1 0 0 0 1 0 0 1,MEADOWBROOK MIDDLE (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,0,0,1
MEMORIAL MIDDLE (ORLANDO) ORANGE 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0,MEMORIAL MIDDLE (ORLANDO),ORANGE,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
MILLENNIA ELEMENTARY (ORLANDO) ORANGE 1 1 0 0 0 1 0 0 2 2 0 0 0 2 0 0,MILLENNIA ELEMENTARY (ORLANDO),ORANGE,1,1,0,0,0,1,0,0,2,2,0,0,0,2,0,0
MONARCH LEARNING ACADEMY (ORLANDO) ORANGE 1 0 1 0 0 1 0 0,MONARCH LEARNING ACADEMY (ORLANDO),ORANGE,,,,,,,,,1,0,1,0,0,1,0,0
NORTHLAKE PARK COMMUNITY ELEMENTARY (ORLANDO) ORANGE 1 0 0 0 1 0 0 1,NORTHLAKE PARK COMMUNITY ELEMENTARY (ORLANDO),ORANGE,,,,,,,,,1,0,0,0,1,0,0,1
OCOEE HIGH (OCOEE) ORANGE 1 1 0 0 0 1 0 0 2 1 0 0 1 1 0 1,OCOEE HIGH (OCOEE),ORANGE,1,1,0,0,0,1,0,0,2,1,0,0,1,1,0,1
OCOEE MIDDLE (OCOEE) ORANGE 1 1 0 0 0 1 0 0,OCOEE MIDDLE (OCOEE),ORANGE,,,,,,,,,1,1,0,0,0,1,0,0
